2;2;5,82
4;4;9,50
6;6;13,95
2;3;5,11
4;5;12,00
6;7;13,61
4;6;9,84
7;3;8,16
5;2;7,10
7;4;9,08
5;3;9,28
7;5;10,93
3;2;9,00
5;4;16,00
7;6;11,54
3;3;6,64
5;5;12,12
3;4;5,87
5;6;13,49
3;5;8,34
5;7;20,00
3;6;9,19
6;2;6,00
8;4;6,00
6;3;8,68
8;5;9,08
4;2;7,95
6;4;11,43
4;3;7,58
6;5;13,23
